,LAT,LON,YEAR,MO,DY,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
799,-37.82549,144.98161000000002,2018,3,10,31.81,6.77,34.97,15.16,24.76,0.3,0.16,6.11,3.09,2.67,1.87
800,-37.82549,144.98161000000002,2018,3,11,52.88,10.4,25.91,13.85,20.27,4.97,3.23,7.86,7.04,6.72,5.14
801,-37.82549,144.98161000000002,2018,3,12,64.43,10.17,21.59,13.74,16.84,6.72,4.82,8.6,7.47,7.61,6.08
802,-37.82549,144.98161000000002,2018,3,13,65.66,10.51,22.03,13.58,16.9,5.58,3.35,7.57,6.7,6.48,4.96
803,-37.82549,144.98161000000002,2018,3,14,63.24,10.51,23.77,13.77,17.49,2.38,2.35,6.08,5.05,4.4,3.42
804,-37.82549,144.98161000000002,2018,3,15,66.2,10.51,23.06,13.46,16.77,1.74,1.56,6.18,5.24,4.39,3.35
805,-37.82549,144.98161000000002,2018,3,16,56.73,9.61,23.43,12.28,18.27,1.18,1.03,7.02,3.96,4.29,2.77
806,-37.82549,144.98161000000002,2018,3,17,38.6,8.99,30.71,16.59,24.02,6.65,4.11,14.05,9.65,9.75,6.7
807,-37.82549,144.98161000000002,2018,3,18,38.86,5.35,25.43,13.73,19.84,6.72,3.71,17.45,13.77,10.78,7.7
808,-37.82549,144.98161000000002,2018,3,19,55.84,9.14,25.63,11.82,18.04,5.34,3.59,10.07,8.02,8.08,5.89
809,-37.82549,144.98161000000002,2018,3,20,62.23,8.02,19.01,12.2,15.12,5.47,3.93,10.74,8.99,8.47,6.64
810,-37.82549,144.98161000000002,2018,3,21,54.43,8.23,25.14,11.26,17.47,5.73,4.27,8.93,6.8,7.62,5.71
811,-37.82549,144.98161000000002,2018,3,22,48.23,8.51,27.78,12.51,19.75,2.17,1.71,6.2,4.56,4.31,2.92
812,-37.82549,144.98161000000002,2018,3,23,46.06,9.84,28.73,15.91,21.98,5.04,2.63,9.13,7.24,6.62,4.4
813,-37.82549,144.98161000000002,2018,3,24,77.0,15.78,22.34,18.29,19.87,2.82,1.69,8.71,6.27,5.88,3.96
814,-37.82549,144.98161000000002,2018,3,25,67.3,11.89,23.04,9.64,17.95,8.93,6.48,14.11,10.87,11.48,8.58
815,-37.82549,144.98161000000002,2018,3,26,69.74,7.24,18.01,8.61,12.56,5.38,3.08,12.03,9.05,9.57,7.05
816,-37.82549,144.98161000000002,2018,3,27,62.19,7.9,21.99,8.68,15.0,2.62,1.79,8.55,5.88,5.81,4.0
817,-37.82549,144.98161000000002,2018,3,28,53.18,9.59,27.79,14.4,19.32,3.67,2.33,11.61,9.18,7.78,5.71
818,-37.82549,144.98161000000002,2018,3,29,70.21,11.68,24.05,12.84,17.07,0.22,0.25,4.73,3.5,2.99,2.17
819,-37.82549,144.98161000000002,2018,3,30,71.49,11.03,23.19,11.12,16.11,1.31,0.86,6.96,5.76,5.37,3.83
820,-37.82549,144.98161000000002,2018,3,31,63.07,9.16,23.52,11.05,16.11,0.84,0.56,3.74,2.57,2.53,1.78
821,-37.82549,144.98161000000002,2018,4,1,56.56,9.58,25.91,12.21,18.29,1.02,0.68,7.66,5.83,4.65,3.12
822,-37.82549,144.98161000000002,2018,4,2,71.85,10.89,20.9,12.51,15.9,3.96,2.27,6.46,5.53,5.2,3.69
823,-37.82549,144.98161000000002,2018,4,3,72.62,10.12,20.6,11.16,14.93,3.85,2.33,5.03,3.79,4.4,3.11
824,-37.82549,144.98161000000002,2018,4,4,68.55,10.22,24.54,11.09,15.92,0.29,0.26,5.69,3.88,3.05,2.1
825,-37.82549,144.98161000000002,2018,4,5,73.91,10.92,22.31,11.51,15.49,1.31,1.05,6.08,4.03,3.25,2.46
826,-37.82549,144.98161000000002,2018,4,6,76.57,11.03,20.49,11.99,15.07,3.14,1.93,5.5,4.85,4.26,3.1
827,-37.82549,144.98161000000002,2018,4,7,65.21,9.53,22.88,11.45,15.97,0.29,0.15,4.62,3.08,2.97,2.08
828,-37.82549,144.98161000000002,2018,4,8,48.5,8.16,29.03,11.88,19.29,3.29,1.76,10.79,8.23,7.16,4.69
829,-37.82549,144.98161000000002,2018,4,9,66.19,12.1,24.41,13.4,18.43,1.66,1.69,5.1,3.09,3.31,2.3
830,-37.82549,144.98161000000002,2018,4,10,54.97,12.31,28.38,15.19,21.68,4.54,2.48,9.83,5.9,7.06,4.21
831,-37.82549,144.98161000000002,2018,4,11,64.58,13.56,27.19,15.76,20.35,0.6,0.64,5.75,4.64,3.28,2.28
832,-37.82549,144.98161000000002,2018,4,12,46.17,8.85,26.15,12.62,20.86,3.58,2.06,12.13,9.28,9.13,6.04
833,-37.82549,144.98161000000002,2018,4,13,55.5,8.97,24.51,11.1,17.95,1.14,0.67,12.62,8.99,8.09,5.63
834,-37.82549,144.98161000000002,2018,4,14,67.52,6.89,16.28,10.16,12.68,9.66,6.88,19.42,15.27,13.22,9.98
835,-37.82549,144.98161000000002,2018,4,15,83.64,10.7,16.98,10.29,13.41,7.58,4.54,12.15,9.21,10.31,7.34
836,-37.82549,144.98161000000002,2018,4,16,78.76,10.9,19.18,10.24,14.51,7.12,3.9,11.3,8.77,9.47,6.69
837,-37.82549,144.98161000000002,2018,4,17,68.16,6.24,16.54,9.09,11.86,5.15,2.94,7.03,5.53,6.13,4.18
838,-37.82549,144.98161000000002,2018,4,18,61.43,6.53,21.64,7.53,13.76,1.68,1.1,4.84,3.14,3.1,2.1
839,-37.82549,144.98161000000002,2018,4,19,61.13,8.03,22.6,11.41,15.41,1.87,1.56,5.3,3.05,3.33,2.18
840,-37.82549,144.98161000000002,2018,4,20,68.34,8.95,22.51,10.46,14.65,0.81,0.67,5.01,3.48,2.6,1.9
841,-37.82549,144.98161000000002,2018,4,21,71.9,9.91,22.67,9.22,14.86,1.12,0.85,4.87,4.08,2.85,2.11
842,-37.82549,144.98161000000002,2018,4,22,76.85,11.52,23.36,10.38,15.52,1.02,0.94,5.02,2.96,2.78,1.92
843,-37.82549,144.98161000000002,2018,4,23,58.06,9.51,26.82,10.33,17.79,0.73,0.52,9.42,5.61,5.31,3.41
844,-37.82549,144.98161000000002,2018,4,24,54.96,9.33,24.88,14.25,18.49,0.88,0.55,9.74,6.26,6.18,4.18
845,-37.82549,144.98161000000002,2018,4,25,70.92,10.61,21.96,12.77,15.81,0.73,0.72,6.01,4.8,3.0,2.13
846,-37.82549,144.98161000000002,2018,4,26,72.09,8.15,18.27,9.33,13.01,4.01,2.45,7.49,6.09,5.91,4.01
847,-37.82549,144.98161000000002,2018,4,27,75.68,8.28,17.24,9.27,12.41,4.43,2.65,6.14,4.93,5.21,3.57
848,-37.82549,144.98161000000002,2018,4,28,74.86,8.31,19.62,8.35,12.61,1.13,1.23,6.24,3.98,3.79,2.6
849,-37.82549,144.98161000000002,2018,4,29,77.73,9.52,18.32,10.25,13.29,3.71,2.33,5.53,4.85,4.92,3.42
850,-37.82549,144.98161000000002,2018,4,30,66.2,7.46,20.68,9.35,13.57,1.2,1.11,3.76,2.42,2.37,1.72
851,-37.82549,144.98161000000002,2018,5,1,44.81,2.56,22.74,7.97,14.46,3.26,2.26,7.18,5.02,5.66,3.65
852,-37.82549,144.98161000000002,2018,5,2,52.87,6.06,20.77,12.54,15.62,5.85,3.54,8.58,5.61,7.25,4.38
853,-37.82549,144.98161000000002,2018,5,3,54.28,7.38,24.78,11.6,16.61,7.95,4.63,15.88,11.43,10.83,7.66
854,-37.82549,144.98161000000002,2018,5,4,72.8,7.51,16.0,9.5,12.2,7.91,4.69,12.17,9.56,9.42,6.67
855,-37.82549,144.98161000000002,2018,5,5,73.46,8.55,18.92,8.89,13.13,6.2,3.55,8.54,6.91,7.57,5.01
856,-37.82549,144.98161000000002,2018,5,6,70.97,8.97,20.6,9.17,14.09,2.63,1.52,6.75,4.24,4.89,3.17
857,-37.82549,144.98161000000002,2018,5,7,62.43,6.28,17.81,9.1,13.24,7.25,4.12,13.83,10.64,9.72,6.73
858,-37.82549,144.98161000000002,2018,5,8,68.23,7.49,18.61,9.58,13.15,0.88,0.68,7.0,3.97,3.05,1.99
859,-37.82549,144.98161000000002,2018,5,9,70.78,6.97,17.06,7.24,12.05,4.12,2.6,10.0,7.34,7.83,5.47
860,-37.82549,144.98161000000002,2018,5,10,87.19,6.2,10.4,6.99,8.22,4.78,2.96,7.78,6.24,6.41,4.56
861,-37.82549,144.98161000000002,2018,5,11,89.82,9.05,12.48,8.23,10.67,7.89,5.5,16.8,13.09,12.6,9.47
862,-37.82549,144.98161000000002,2018,5,12,79.47,8.93,15.3,9.97,12.35,8.77,5.85,12.07,9.55,10.51,7.7
863,-37.82549,144.98161000000002,2018,5,13,83.39,9.4,15.81,8.42,12.13,4.47,2.79,8.65,6.1,6.72,4.73
864,-37.82549,144.98161000000002,2018,5,14,83.69,8.23,16.65,8.06,10.88,0.25,0.25,4.18,2.71,2.48,1.76
865,-37.82549,144.98161000000002,2018,5,15,81.31,7.7,13.16,9.09,10.76,3.27,2.12,9.57,7.65,6.86,4.75
866,-37.82549,144.98161000000002,2018,5,16,73.7,5.72,13.85,7.38,10.16,4.9,2.73,7.29,5.41,6.07,3.98
867,-37.82549,144.98161000000002,2018,5,17,82.37,7.39,14.27,6.67,10.26,5.13,3.12,7.17,5.82,6.16,4.09
868,-37.82549,144.98161000000002,2018,5,18,87.44,9.67,15.86,9.34,11.7,5.56,3.01,7.34,5.73,6.39,4.12
869,-37.82549,144.98161000000002,2018,5,19,81.65,7.39,14.1,8.33,10.38,4.47,2.84,7.4,4.43,5.4,3.57
870,-37.82549,144.98161000000002,2018,5,20,85.65,9.77,15.76,8.52,12.1,7.27,4.55,9.81,7.59,8.52,5.79
871,-37.82549,144.98161000000002,2018,5,21,84.32,9.51,14.44,10.12,12.07,7.26,4.64,10.0,7.6,8.75,5.89
872,-37.82549,144.98161000000002,2018,5,22,90.33,11.01,15.37,10.39,12.57,5.68,3.07,9.6,7.4,7.82,5.19
873,-37.82549,144.98161000000002,2018,5,23,86.68,9.46,14.97,9.77,11.62,5.09,2.92,6.52,5.34,5.78,3.75
874,-37.82549,144.98161000000002,2018,5,24,77.7,8.28,15.0,10.09,12.02,5.5,2.98,6.76,5.67,6.11,3.98
875,-37.82549,144.98161000000002,2018,5,25,75.76,6.17,15.1,6.91,10.23,1.07,1.13,5.46,2.98,2.9,1.97
876,-37.82549,144.98161000000002,2018,5,26,72.52,6.02,18.68,4.75,10.71,2.29,1.62,7.24,4.07,4.81,3.08
877,-37.82549,144.98161000000002,2018,5,27,75.01,8.25,16.91,8.51,12.51,6.91,4.06,9.1,6.91,8.01,5.14
878,-37.82549,144.98161000000002,2018,5,28,67.22,8.31,18.87,11.0,14.23,7.98,4.81,12.45,8.85,9.55,6.46
879,-37.82549,144.98161000000002,2018,5,29,71.87,7.13,15.57,8.23,12.0,3.27,2.13,12.52,8.95,7.99,5.9
880,-37.82549,144.98161000000002,2018,5,30,77.68,5.82,13.28,5.63,9.49,4.53,2.71,11.53,7.73,7.65,5.2
881,-37.82549,144.98161000000002,2018,5,31,75.96,5.26,13.52,6.13,9.24,4.25,2.74,9.63,7.11,7.55,5.08
882,-37.82549,144.98161000000002,2018,6,1,76.99,4.78,14.18,5.6,8.55,0.74,0.46,4.23,3.08,2.93,2.06
883,-37.82549,144.98161000000002,2018,6,2,88.57,6.83,13.66,5.57,8.63,1.63,1.19,4.87,3.85,3.61,2.49
884,-37.82549,144.98161000000002,2018,6,3,88.92,7.17,13.87,6.86,8.92,1.43,1.18,4.73,3.35,3.31,2.33
885,-37.82549,144.98161000000002,2018,6,4,87.4,7.92,14.06,7.51,9.93,3.02,2.01,5.24,4.07,4.21,2.82
886,-37.82549,144.98161000000002,2018,6,5,88.88,8.14,14.74,6.4,9.9,3.42,2.21,4.86,3.14,4.17,2.79
887,-37.82549,144.98161000000002,2018,6,6,76.92,6.1,17.42,4.32,9.93,3.6,2.48,8.4,4.71,5.44,3.39
888,-37.82549,144.98161000000002,2018,6,7,76.02,7.81,14.92,8.54,11.86,8.06,4.62,13.66,9.89,10.82,7.57
889,-37.82549,144.98161000000002,2018,6,8,78.19,7.48,13.03,9.58,11.11,6.62,3.85,14.25,10.41,9.94,7.17
890,-37.82549,144.98161000000002,2018,6,9,86.38,8.43,14.23,8.27,10.62,1.77,1.32,6.52,3.72,3.45,2.17
891,-37.82549,144.98161000000002,2018,6,10,80.64,6.65,15.41,6.76,9.8,1.24,0.88,4.22,2.73,2.06,1.51
892,-37.82549,144.98161000000002,2018,6,11,79.29,6.41,15.79,4.66,9.81,4.75,2.99,12.3,8.98,8.18,5.66
893,-37.82549,144.98161000000002,2018,6,12,89.71,8.84,13.23,8.6,10.48,7.7,4.6,12.04,8.84,9.48,6.79
894,-37.82549,144.98161000000002,2018,6,13,86.17,6.42,12.34,6.02,8.61,6.12,3.51,10.93,8.62,8.1,5.5
895,-37.82549,144.98161000000002,2018,6,14,82.33,6.15,11.52,6.43,8.99,8.46,5.06,16.89,12.65,11.59,8.54
896,-37.82549,144.98161000000002,2018,6,15,84.38,6.01,10.52,6.35,8.49,9.69,6.46,13.43,9.71,10.89,7.77
897,-37.82549,144.98161000000002,2018,6,16,88.97,5.01,9.27,5.09,6.72,7.42,5.01,11.06,7.83,8.7,6.24
898,-37.82549,144.98161000000002,2018,6,17,91.67,7.78,10.66,6.66,9.09,8.36,6.01,13.87,10.3,11.1,8.21
899,-37.82549,144.98161000000002,2018,6,18,87.0,6.27,10.67,4.98,8.32,4.39,2.77,8.63,6.0,6.75,4.59
900,-37.82549,144.98161000000002,2018,6,19,84.01,4.62,12.88,4.36,7.15,0.68,0.45,5.52,4.52,3.46,2.43
901,-37.82549,144.98161000000002,2018,6,20,82.27,3.96,11.9,3.56,6.77,4.24,2.69,6.88,5.4,5.36,3.48
902,-37.82549,144.98161000000002,2018,6,21,80.3,4.16,13.67,2.47,7.32,1.68,1.23,4.79,3.35,3.68,2.55
903,-37.82549,144.98161000000002,2018,6,22,78.35,4.33,13.62,4.42,7.84,1.71,1.26,6.44,3.7,3.6,2.44
904,-37.82549,144.98161000000002,2018,6,23,88.57,5.39,11.39,3.43,7.17,4.66,2.57,7.45,4.82,5.99,3.73
905,-37.82549,144.98161000000002,2018,6,24,83.81,5.7,11.21,6.52,8.28,4.28,2.57,5.52,4.19,4.91,3.2
906,-37.82549,144.98161000000002,2018,6,25,88.07,6.25,11.69,5.88,8.13,2.22,1.51,5.01,2.87,3.46,2.31
907,-37.82549,144.98161000000002,2018,6,26,88.27,6.97,13.29,6.5,8.82,0.64,0.52,3.83,2.45,1.98,1.35
908,-37.82549,144.98161000000002,2018,6,27,82.0,4.89,13.19,5.16,7.77,0.74,0.47,3.83,2.42,1.94,1.36
909,-37.82549,144.98161000000002,2018,6,28,85.83,4.3,10.61,3.45,6.51,0.63,0.45,5.93,3.38,2.15,1.47
910,-37.82549,144.98161000000002,2018,6,29,82.44,5.01,11.03,5.11,7.81,6.3,3.64,11.02,7.96,8.58,6.07
911,-37.82549,144.98161000000002,2018,6,30,83.01,5.25,11.97,4.82,7.96,5.62,3.31,11.18,8.15,8.25,5.82
912,-37.82549,144.98161000000002,2018,7,1,77.6,4.05,12.83,3.36,7.69,0.37,0.28,5.58,3.37,3.08,2.11
913,-37.82549,144.98161000000002,2018,7,2,73.1,2.54,13.34,3.18,6.99,1.93,1.43,7.68,4.72,4.49,3.01
914,-37.82549,144.98161000000002,2018,7,3,76.51,3.74,12.24,4.28,7.58,7.58,4.77,10.34,8.08,9.01,6.33
915,-37.82549,144.98161000000002,2018,7,4,68.52,4.73,14.6,6.34,10.21,9.97,6.86,14.33,11.33,11.71,8.7
916,-37.82549,144.98161000000002,2018,7,5,65.1,5.55,15.75,8.36,11.84,8.88,6.09,14.83,10.48,11.68,8.35
917,-37.82549,144.98161000000002,2018,7,6,76.96,5.85,12.3,7.87,9.67,7.8,5.2,13.57,10.04,10.1,7.11
918,-37.82549,144.98161000000002,2018,7,7,78.59,4.94,10.79,7.05,8.43,9.75,6.32,14.97,11.4,12.69,9.24
919,-37.82549,144.98161000000002,2018,7,8,87.64,7.69,11.71,8.42,9.66,8.11,5.07,12.42,9.36,10.41,7.27
920,-37.82549,144.98161000000002,2018,7,9,86.36,6.92,12.25,5.81,9.09,4.88,2.7,7.68,5.42,6.32,3.99
921,-37.82549,144.98161000000002,2018,7,10,85.11,5.25,11.73,4.87,7.6,3.25,2.09,5.67,3.41,4.04,2.77
922,-37.82549,144.98161000000002,2018,7,11,87.79,4.29,10.02,4.16,6.18,2.01,1.4,7.83,6.48,5.77,4.05
923,-37.82549,144.98161000000002,2018,7,12,85.31,4.14,10.72,2.96,6.44,0.35,0.18,4.67,2.91,2.35,1.58
924,-37.82549,144.98161000000002,2018,7,13,82.52,5.32,12.11,5.85,8.11,2.67,1.89,4.88,3.72,4.03,2.75
925,-37.82549,144.98161000000002,2018,7,14,75.56,3.21,12.8,3.34,7.21,2.15,1.58,7.2,4.32,4.1,2.72
926,-37.82549,144.98161000000002,2018,7,15,67.46,1.19,12.9,2.53,6.75,7.11,4.37,10.59,7.5,8.74,6.07
927,-37.82549,144.98161000000002,2018,7,16,73.73,3.09,11.65,4.31,7.43,8.02,4.55,12.3,9.96,9.9,7.21
928,-37.82549,144.98161000000002,2018,7,17,77.36,5.32,15.68,5.59,9.05,8.96,5.8,19.16,14.55,12.62,9.31
929,-37.82549,144.98161000000002,2018,7,18,74.24,4.17,13.18,4.78,8.45,7.8,4.52,12.77,10.03,10.53,7.44
930,-37.82549,144.98161000000002,2018,7,19,71.44,3.1,14.09,4.28,7.9,4.9,3.19,13.05,10.05,9.97,7.35
931,-37.82549,144.98161000000002,2018,7,20,88.13,4.63,9.79,4.19,6.47,6.23,3.82,11.94,9.24,8.41,5.74
932,-37.82549,144.98161000000002,2018,7,21,80.98,4.24,11.8,4.63,7.28,4.73,2.94,7.01,4.23,5.85,3.68
933,-37.82549,144.98161000000002,2018,7,22,71.25,2.48,12.61,4.0,7.29,6.62,3.84,9.05,7.24,8.12,5.43
934,-37.82549,144.98161000000002,2018,7,23,68.82,2.01,11.37,3.44,7.31,9.15,5.89,16.77,12.64,13.1,9.85
935,-37.82549,144.98161000000002,2018,7,24,86.2,7.21,13.25,6.45,9.41,8.57,5.08,16.3,12.45,11.37,7.98
936,-37.82549,144.98161000000002,2018,7,25,80.5,4.71,12.65,4.73,7.84,5.39,2.93,8.31,5.69,6.79,4.3
