,LAT,LON,YEAR,MO,DY,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
396,-37.82549,144.98161000000002,2017,1,31,59.76,9.47,23.93,13.32,17.57,4.84,3.03,7.17,6.32,5.8,4.78
397,-37.82549,144.98161000000002,2017,2,1,54.33,7.71,23.64,11.84,17.08,0.57,0.61,4.52,3.6,3.44,2.49
398,-37.82549,144.98161000000002,2017,2,2,57.01,9.54,25.35,11.91,18.3,2.83,1.68,5.92,4.86,4.69,3.56
399,-37.82549,144.98161000000002,2017,2,3,52.47,9.33,28.51,12.48,19.62,2.0,1.37,4.93,3.56,3.06,2.38
400,-37.82549,144.98161000000002,2017,2,4,43.86,10.47,34.11,13.68,23.9,0.44,0.33,8.61,6.66,4.13,3.14
401,-37.82549,144.98161000000002,2017,2,5,78.17,18.38,27.25,18.12,22.47,1.09,0.73,10.75,8.23,6.61,4.76
402,-37.82549,144.98161000000002,2017,2,6,77.3,10.92,17.86,12.0,15.08,6.63,4.89,8.78,6.83,7.6,5.91
403,-37.82549,144.98161000000002,2017,2,7,67.07,12.12,26.57,11.0,18.56,4.86,3.84,7.88,5.68,6.45,4.64
404,-37.82549,144.98161000000002,2017,2,8,54.65,15.29,33.83,15.15,25.07,5.0,2.91,10.03,7.49,7.63,5.13
405,-37.82549,144.98161000000002,2017,2,9,58.82,17.56,36.91,17.64,26.34,4.79,3.86,11.75,8.86,8.75,6.73
406,-37.82549,144.98161000000002,2017,2,10,69.03,16.65,30.69,16.85,22.68,2.54,2.49,5.28,4.38,3.81,3.33
407,-37.82549,144.98161000000002,2017,2,11,65.53,14.3,27.61,15.03,21.08,1.14,0.8,6.73,5.9,4.79,4.05
408,-37.82549,144.98161000000002,2017,2,12,61.88,7.74,19.94,12.22,15.25,5.92,4.65,11.64,9.67,9.17,7.16
409,-37.82549,144.98161000000002,2017,2,13,73.24,10.41,18.44,11.82,15.22,6.71,4.27,10.29,8.28,8.45,6.29
410,-37.82549,144.98161000000002,2017,2,14,70.5,10.25,20.88,10.96,15.61,3.54,2.19,6.62,5.31,5.56,4.26
411,-37.82549,144.98161000000002,2017,2,15,50.31,8.92,29.89,9.3,19.83,2.1,1.36,10.53,8.19,6.35,4.72
412,-37.82549,144.98161000000002,2017,2,16,68.09,13.01,27.38,13.74,19.04,0.94,1.07,5.38,4.55,4.02,3.28
413,-37.82549,144.98161000000002,2017,2,17,61.15,10.17,25.04,12.99,17.88,2.16,1.59,7.21,5.69,4.71,3.84
414,-37.82549,144.98161000000002,2017,2,18,59.23,6.43,19.08,10.51,14.42,4.48,2.55,6.5,5.5,5.73,4.34
415,-37.82549,144.98161000000002,2017,2,19,72.9,7.33,15.23,8.95,12.1,6.26,3.73,9.24,7.52,7.89,5.77
416,-37.82549,144.98161000000002,2017,2,20,69.64,8.45,19.48,9.52,13.98,5.76,3.27,9.3,7.63,7.59,5.5
417,-37.82549,144.98161000000002,2017,2,21,55.32,7.17,24.33,9.14,16.41,0.46,0.77,5.73,3.27,2.83,2.02
418,-37.82549,144.98161000000002,2017,2,22,36.91,5.97,30.82,12.23,21.63,3.78,2.46,11.76,8.92,8.81,5.76
419,-37.82549,144.98161000000002,2017,2,23,60.07,11.92,26.91,15.1,19.96,3.84,2.51,7.72,6.01,5.18,3.99
420,-37.82549,144.98161000000002,2017,2,24,68.08,10.12,20.66,13.24,16.08,5.59,3.93,8.58,7.54,6.99,5.51
421,-37.82549,144.98161000000002,2017,2,25,63.68,8.58,20.13,11.57,15.62,6.29,3.6,8.45,6.93,7.57,5.7
422,-37.82549,144.98161000000002,2017,2,26,61.59,12.33,28.68,11.91,19.97,0.88,0.79,6.75,4.32,4.51,3.03
423,-37.82549,144.98161000000002,2017,2,27,48.18,11.21,31.61,14.78,22.84,0.93,0.86,8.16,6.58,4.59,3.11
424,-37.82549,144.98161000000002,2017,2,28,43.62,10.51,32.57,16.21,23.82,0.35,0.4,7.11,4.91,4.25,2.88
425,-37.82549,144.98161000000002,2017,3,1,41.17,9.1,31.69,17.12,23.46,1.35,0.91,6.97,5.76,3.6,2.65
426,-37.82549,144.98161000000002,2017,3,2,61.84,12.57,27.72,15.32,20.51,0.91,0.52,7.75,6.69,4.22,3.4
427,-37.82549,144.98161000000002,2017,3,3,71.37,15.5,27.38,16.44,20.9,4.84,3.21,8.09,6.81,6.23,4.79
428,-37.82549,144.98161000000002,2017,3,4,66.41,14.88,29.33,15.18,21.44,0.31,0.21,5.97,4.93,3.84,2.95
429,-37.82549,144.98161000000002,2017,3,5,74.58,15.04,25.68,16.1,19.73,4.73,2.88,8.83,7.64,6.42,5.11
430,-37.82549,144.98161000000002,2017,3,6,64.23,12.49,26.19,15.04,19.52,5.9,4.36,9.04,7.51,7.14,5.49
431,-37.82549,144.98161000000002,2017,3,7,54.72,9.65,27.32,12.42,19.28,2.02,2.12,7.29,5.16,5.27,3.85
432,-37.82549,144.98161000000002,2017,3,8,47.11,9.14,30.2,12.54,21.04,0.51,0.31,6.78,5.01,4.43,2.97
433,-37.82549,144.98161000000002,2017,3,9,39.48,8.06,31.81,14.57,22.88,0.69,0.53,6.2,3.96,3.57,2.45
434,-37.82549,144.98161000000002,2017,3,10,52.53,10.98,29.34,16.04,21.44,0.86,0.55,5.54,4.72,3.49,2.79
435,-37.82549,144.98161000000002,2017,3,11,57.48,12.32,30.86,15.21,21.34,1.72,1.31,7.12,5.58,3.6,2.78
436,-37.82549,144.98161000000002,2017,3,12,59.02,12.02,29.01,15.7,20.58,1.47,0.69,10.39,8.11,5.47,3.94
437,-37.82549,144.98161000000002,2017,3,13,63.2,13.35,28.28,16.39,20.77,0.94,0.5,7.72,6.72,3.59,2.9
438,-37.82549,144.98161000000002,2017,3,14,49.87,11.67,32.61,15.03,23.22,1.88,1.17,4.49,3.4,3.41,2.35
439,-37.82549,144.98161000000002,2017,3,15,46.74,13.01,31.57,19.09,25.25,5.28,2.67,10.37,8.0,8.54,5.6
440,-37.82549,144.98161000000002,2017,3,16,61.01,13.43,26.77,15.3,21.48,4.51,3.53,9.74,7.21,7.43,5.61
441,-37.82549,144.98161000000002,2017,3,17,56.64,8.52,23.32,13.85,17.5,5.36,3.26,8.68,6.9,7.16,5.5
442,-37.82549,144.98161000000002,2017,3,18,47.34,9.21,31.08,11.98,21.07,0.65,0.54,5.13,3.67,3.64,2.39
443,-37.82549,144.98161000000002,2017,3,19,39.71,9.01,32.95,15.57,23.7,0.76,0.81,6.47,4.69,4.16,2.74
444,-37.82549,144.98161000000002,2017,3,20,69.0,16.11,28.17,18.95,22.33,1.07,0.66,5.77,4.52,3.51,2.51
445,-37.82549,144.98161000000002,2017,3,21,84.51,18.6,25.61,18.56,21.31,0.43,0.35,3.24,2.23,1.98,1.36
446,-37.82549,144.98161000000002,2017,3,22,83.05,15.41,21.79,15.04,18.39,4.04,2.48,9.62,7.98,7.72,5.98
447,-37.82549,144.98161000000002,2017,3,23,69.82,12.17,23.78,13.43,17.74,5.54,3.56,7.66,6.18,6.79,4.99
448,-37.82549,144.98161000000002,2017,3,24,71.92,12.92,24.45,12.18,18.07,0.91,0.65,5.7,3.34,2.98,1.99
449,-37.82549,144.98161000000002,2017,3,25,72.09,16.22,27.7,16.94,21.5,1.15,0.74,7.45,5.41,4.29,2.92
450,-37.82549,144.98161000000002,2017,3,26,76.84,16.57,27.52,16.04,20.77,1.42,0.83,6.32,3.27,2.77,1.72
451,-37.82549,144.98161000000002,2017,3,27,64.05,13.29,31.04,13.21,20.6,2.72,1.67,17.3,13.08,9.59,7.0
452,-37.82549,144.98161000000002,2017,3,28,59.47,8.89,23.79,10.76,16.93,1.15,0.59,5.66,4.03,4.17,2.88
453,-37.82549,144.98161000000002,2017,3,29,59.18,9.28,25.01,9.49,17.4,6.12,3.45,12.13,9.44,8.86,6.42
454,-37.82549,144.98161000000002,2017,3,30,71.82,6.98,16.36,8.51,11.95,3.88,2.74,9.09,7.62,7.08,5.21
455,-37.82549,144.98161000000002,2017,3,31,64.03,5.95,18.04,8.56,12.6,2.41,1.57,5.73,4.19,4.02,2.91
456,-37.82549,144.98161000000002,2017,4,1,67.05,7.16,18.36,9.2,13.23,4.52,2.79,8.74,7.08,7.11,5.13
457,-37.82549,144.98161000000002,2017,4,2,65.08,6.85,17.72,10.15,13.29,5.43,3.41,8.6,7.2,7.02,4.98
458,-37.82549,144.98161000000002,2017,4,3,65.7,7.54,21.68,7.64,13.96,0.43,0.36,6.83,3.79,4.44,2.9
459,-37.82549,144.98161000000002,2017,4,4,61.44,8.46,23.76,9.24,15.99,1.33,1.1,6.17,3.41,3.65,2.43
460,-37.82549,144.98161000000002,2017,4,5,56.53,8.54,24.25,10.79,17.35,1.69,1.14,5.87,4.95,3.36,2.39
461,-37.82549,144.98161000000002,2017,4,6,52.3,7.67,24.62,11.92,17.67,2.79,1.77,7.14,4.62,5.13,3.32
462,-37.82549,144.98161000000002,2017,4,7,54.78,8.64,24.49,11.64,17.93,6.89,3.9,10.37,8.1,8.47,5.55
463,-37.82549,144.98161000000002,2017,4,8,55.08,10.18,25.78,15.1,19.5,8.1,4.67,12.32,9.55,9.75,6.7
464,-37.82549,144.98161000000002,2017,4,9,82.59,9.68,15.6,9.72,12.7,6.63,4.26,13.4,10.13,9.86,7.4
465,-37.82549,144.98161000000002,2017,4,10,80.88,9.59,15.16,11.78,12.89,7.72,5.54,14.8,11.41,11.54,8.93
466,-37.82549,144.98161000000002,2017,4,11,81.28,10.99,17.9,11.98,14.15,5.1,3.01,7.66,6.26,6.89,4.97
467,-37.82549,144.98161000000002,2017,4,12,76.57,10.31,20.36,10.84,14.38,2.46,1.83,5.24,3.65,3.58,2.48
468,-37.82549,144.98161000000002,2017,4,13,72.44,10.47,23.59,10.48,15.47,0.12,0.06,6.1,3.99,3.12,2.12
469,-37.82549,144.98161000000002,2017,4,14,83.48,10.51,17.97,10.51,13.3,3.22,2.12,5.76,4.78,4.57,3.34
470,-37.82549,144.98161000000002,2017,4,15,68.4,6.62,17.67,8.51,12.25,1.64,1.5,3.87,2.34,2.66,1.93
471,-37.82549,144.98161000000002,2017,4,16,68.7,8.12,20.95,9.12,13.84,1.65,1.41,5.72,3.22,4.0,2.56
472,-37.82549,144.98161000000002,2017,4,17,79.53,10.02,18.93,10.17,13.49,0.8,0.99,4.37,2.52,2.67,1.92
473,-37.82549,144.98161000000002,2017,4,18,75.17,9.37,21.11,9.12,13.86,1.45,1.18,5.19,3.56,3.03,2.16
474,-37.82549,144.98161000000002,2017,4,19,69.86,11.19,25.71,8.99,16.76,2.24,1.63,8.04,5.59,5.45,3.5
475,-37.82549,144.98161000000002,2017,4,20,59.52,9.87,23.87,13.37,17.94,5.31,2.83,9.81,7.49,7.79,4.95
476,-37.82549,144.98161000000002,2017,4,21,87.09,13.9,17.92,14.42,16.06,6.52,3.42,9.0,6.99,7.75,5.33
477,-37.82549,144.98161000000002,2017,4,22,80.93,13.73,21.77,13.8,17.02,1.97,1.18,8.03,5.45,5.01,3.5
478,-37.82549,144.98161000000002,2017,4,23,83.38,13.1,21.36,12.52,15.96,2.07,1.34,5.1,2.85,2.93,2.02
479,-37.82549,144.98161000000002,2017,4,24,78.14,13.01,22.97,11.99,16.88,0.96,0.62,6.75,4.0,3.77,2.39
480,-37.82549,144.98161000000002,2017,4,25,84.85,12.97,18.51,11.65,15.57,4.13,2.34,7.59,6.16,6.2,4.24
481,-37.82549,144.98161000000002,2017,4,26,76.56,6.1,12.2,7.92,10.23,7.7,5.06,12.34,9.94,9.79,7.23
482,-37.82549,144.98161000000002,2017,4,27,79.37,6.56,13.77,7.5,9.99,4.42,2.53,7.61,6.36,6.51,4.55
483,-37.82549,144.98161000000002,2017,4,28,84.56,10.63,18.91,8.86,13.25,5.22,3.01,6.72,5.52,6.23,4.13
484,-37.82549,144.98161000000002,2017,4,29,85.85,11.61,18.26,11.4,13.93,3.1,1.93,7.03,5.68,5.54,3.77
485,-37.82549,144.98161000000002,2017,4,30,81.39,9.75,17.66,10.29,12.85,1.76,1.22,6.13,3.86,3.73,2.6
486,-37.82549,144.98161000000002,2017,5,1,79.15,9.77,17.55,10.22,13.3,4.9,2.74,9.77,7.76,7.41,5.18
487,-37.82549,144.98161000000002,2017,5,2,79.16,6.11,13.57,6.47,9.58,5.11,3.17,8.09,6.57,6.75,4.51
488,-37.82549,144.98161000000002,2017,5,3,71.72,4.59,14.82,5.25,9.46,2.84,2.04,4.98,3.53,4.08,2.82
489,-37.82549,144.98161000000002,2017,5,4,66.96,4.75,16.69,7.28,10.65,0.24,0.16,4.42,2.83,2.31,1.6
490,-37.82549,144.98161000000002,2017,5,5,76.17,7.06,17.54,5.72,11.35,2.88,2.02,6.89,5.19,5.25,3.41
491,-37.82549,144.98161000000002,2017,5,6,76.69,7.36,18.23,7.87,11.44,6.87,3.9,11.71,9.08,8.89,6.13
492,-37.82549,144.98161000000002,2017,5,7,76.13,5.84,14.05,7.11,9.89,7.01,3.88,8.45,6.4,7.67,5.06
493,-37.82549,144.98161000000002,2017,5,8,83.97,8.6,14.85,8.12,11.23,5.8,3.48,7.23,5.89,6.67,4.49
494,-37.82549,144.98161000000002,2017,5,9,83.1,8.94,16.23,8.94,11.7,2.4,1.62,5.47,3.3,3.91,2.6
495,-37.82549,144.98161000000002,2017,5,10,78.13,7.91,16.72,8.96,11.6,0.45,0.4,3.14,2.14,1.48,1.15
496,-37.82549,144.98161000000002,2017,5,11,81.26,7.75,15.29,7.02,10.86,1.16,1.04,3.29,2.21,2.04,1.47
497,-37.82549,144.98161000000002,2017,5,12,77.97,7.64,18.2,6.04,11.44,2.31,1.4,5.23,3.37,3.69,2.57
498,-37.82549,144.98161000000002,2017,5,13,82.45,7.66,15.0,7.8,10.54,1.76,1.68,5.44,3.15,3.78,2.5
499,-37.82549,144.98161000000002,2017,5,14,85.29,7.88,15.24,7.82,10.23,3.59,2.74,5.31,3.75,4.37,3.07
500,-37.82549,144.98161000000002,2017,5,15,90.12,8.8,15.8,7.17,10.36,2.69,1.9,4.75,3.35,3.65,2.59
501,-37.82549,144.98161000000002,2017,5,16,77.9,7.35,17.08,6.84,11.07,1.81,1.53,6.15,3.39,3.24,2.15
502,-37.82549,144.98161000000002,2017,5,17,77.61,7.87,14.73,9.18,11.67,3.52,2.13,6.28,4.55,5.24,3.29
503,-37.82549,144.98161000000002,2017,5,18,72.16,8.28,19.82,9.39,13.27,2.08,1.36,7.49,4.24,4.64,2.95
504,-37.82549,144.98161000000002,2017,5,19,86.55,10.4,16.11,11.16,12.67,4.95,2.64,7.06,5.21,5.92,3.53
505,-37.82549,144.98161000000002,2017,5,20,84.24,9.61,17.69,8.69,12.2,4.36,2.59,6.55,5.09,5.63,3.6
506,-37.82549,144.98161000000002,2017,5,21,78.79,8.78,19.11,8.24,12.35,5.49,2.96,7.19,5.49,6.5,4.16
507,-37.82549,144.98161000000002,2017,5,22,75.01,8.44,18.79,7.99,12.76,6.87,4.25,9.68,7.59,8.28,5.51
508,-37.82549,144.98161000000002,2017,5,23,73.57,8.87,17.92,10.26,13.53,5.98,2.94,9.07,6.59,7.44,4.89
509,-37.82549,144.98161000000002,2017,5,24,78.79,7.92,15.46,8.89,11.52,4.97,3.01,8.07,6.5,6.82,4.55
510,-37.82549,144.98161000000002,2017,5,25,82.1,8.92,15.61,8.52,11.93,4.92,2.97,8.37,6.33,6.87,4.56
511,-37.82549,144.98161000000002,2017,5,26,81.62,8.75,15.78,8.43,11.81,1.83,1.2,7.54,4.17,3.97,2.45
512,-37.82549,144.98161000000002,2017,5,27,79.31,8.71,15.97,8.96,12.18,7.44,4.3,11.91,8.83,9.63,6.75
513,-37.82549,144.98161000000002,2017,5,28,87.4,7.34,11.62,6.53,9.37,6.75,4.05,11.51,8.5,8.0,5.72
514,-37.82549,144.98161000000002,2017,5,29,78.4,4.8,13.21,4.75,8.39,5.6,3.33,9.62,6.71,7.1,4.78
515,-37.82549,144.98161000000002,2017,5,30,79.82,5.7,11.25,6.02,9.1,6.97,3.73,10.05,8.03,8.45,5.91
516,-37.82549,144.98161000000002,2017,5,31,81.94,5.41,12.45,5.74,8.33,5.57,3.07,7.23,6.04,6.25,4.15
517,-37.82549,144.98161000000002,2017,6,1,78.62,5.7,13.54,6.28,9.22,3.94,2.45,5.46,4.22,4.61,3.11
518,-37.82549,144.98161000000002,2017,6,2,82.69,6.56,13.99,5.9,9.4,3.0,1.91,4.65,3.48,3.83,2.62
519,-37.82549,144.98161000000002,2017,6,3,80.84,7.0,14.39,7.53,10.17,0.67,0.51,2.68,1.78,1.62,1.18
520,-37.82549,144.98161000000002,2017,6,4,78.3,5.14,14.14,5.16,8.76,1.03,0.79,3.96,2.52,2.43,1.79
521,-37.82549,144.98161000000002,2017,6,5,83.46,6.71,15.36,5.16,9.55,4.29,2.69,8.15,5.3,6.19,4.01
522,-37.82549,144.98161000000002,2017,6,6,81.41,6.1,12.21,7.48,9.14,6.98,4.14,10.27,8.29,8.69,5.83
523,-37.82549,144.98161000000002,2017,6,7,75.52,4.7,13.47,5.78,8.79,1.18,0.82,6.76,3.99,4.21,2.82
524,-37.82549,144.98161000000002,2017,6,8,87.19,6.15,12.91,4.68,8.21,1.73,1.25,6.62,4.32,4.2,2.91
525,-37.82549,144.98161000000002,2017,6,9,87.43,7.63,13.11,7.86,9.62,3.16,2.07,6.84,4.87,5.6,3.76
526,-37.82549,144.98161000000002,2017,6,10,85.43,7.67,14.87,6.93,10.0,0.13,0.11,3.38,2.21,1.53,1.09
527,-37.82549,144.98161000000002,2017,6,11,85.09,6.61,15.56,5.0,8.99,2.32,1.6,6.8,5.37,5.29,3.56
528,-37.82549,144.98161000000002,2017,6,12,89.76,8.94,16.04,6.61,10.57,4.25,2.5,7.26,5.51,6.05,3.87
529,-37.82549,144.98161000000002,2017,6,13,90.77,8.19,13.92,6.36,9.62,1.36,0.98,4.26,2.57,2.37,1.68
530,-37.82549,144.98161000000002,2017,6,14,84.71,6.88,15.24,5.44,9.33,3.7,2.29,5.95,4.87,5.21,3.51
531,-37.82549,144.98161000000002,2017,6,15,80.33,6.61,15.32,6.91,9.86,3.27,1.89,5.77,3.4,4.48,2.87
532,-37.82549,144.98161000000002,2017,6,16,76.9,6.24,15.71,5.97,10.11,0.78,0.54,4.56,2.92,2.37,1.67
533,-37.82549,144.98161000000002,2017,6,17,83.26,6.06,14.85,4.36,8.75,1.57,1.28,3.91,2.58,2.91,2.07
534,-37.82549,144.98161000000002,2017,6,18,91.6,8.24,15.03,5.59,9.58,0.68,0.57,5.21,3.58,3.82,2.6
535,-37.82549,144.98161000000002,2017,6,19,82.73,7.72,15.51,6.17,10.56,0.82,0.69,4.78,3.12,2.85,2.03
536,-37.82549,144.98161000000002,2017,6,20,85.17,6.33,14.66,4.18,8.69,3.03,2.14,8.01,5.74,6.31,4.23
537,-37.82549,144.98161000000002,2017,6,21,87.5,6.92,12.45,6.2,8.9,2.49,1.71,7.44,4.35,3.93,2.56
538,-37.82549,144.98161000000002,2017,6,22,83.42,6.13,14.0,5.27,8.78,2.06,1.48,6.87,4.11,4.13,2.73
539,-37.82549,144.98161000000002,2017,6,23,76.82,4.9,13.74,4.67,8.79,6.72,4.17,10.48,8.46,8.41,5.8
540,-37.82549,144.98161000000002,2017,6,24,77.91,3.69,10.71,4.0,7.41,3.41,2.08,7.35,4.52,5.06,3.31
541,-37.82549,144.98161000000002,2017,6,25,87.62,5.66,11.89,4.13,7.63,6.49,3.51,9.85,7.83,7.67,4.99
542,-37.82549,144.98161000000002,2017,6,26,87.97,6.18,11.53,5.37,8.06,0.48,0.41,6.16,3.34,3.33,2.28
543,-37.82549,144.98161000000002,2017,6,27,85.13,4.88,11.39,3.51,7.23,0.45,0.41,6.14,4.34,4.06,2.73
544,-37.82549,144.98161000000002,2017,6,28,80.38,5.6,13.72,6.32,8.8,4.19,2.27,6.47,4.29,5.28,3.42
545,-37.82549,144.98161000000002,2017,6,29,86.84,5.82,11.9,5.29,7.92,5.82,3.59,8.67,6.88,7.37,4.81
546,-37.82549,144.98161000000002,2017,6,30,73.29,2.39,10.82,4.2,6.87,2.01,1.39,7.86,4.57,4.98,3.29
547,-37.82549,144.98161000000002,2017,7,1,70.88,0.17,12.15,0.47,5.07,2.19,1.53,7.37,6.06,5.52,3.75
548,-37.82549,144.98161000000002,2017,7,2,64.93,-1.74,12.08,-0.54,4.34,5.71,3.56,8.34,6.64,7.07,4.57
549,-37.82549,144.98161000000002,2017,7,3,80.58,2.83,11.22,2.17,6.33,7.85,4.56,10.2,7.91,8.73,5.72
550,-37.82549,144.98161000000002,2017,7,4,86.9,7.26,13.44,6.38,9.39,6.73,3.67,10.26,7.17,8.22,5.46
551,-37.82549,144.98161000000002,2017,7,5,89.65,6.75,12.4,4.83,8.38,4.83,2.85,6.4,5.18,5.7,3.67
552,-37.82549,144.98161000000002,2017,7,6,86.96,4.94,12.35,3.34,6.97,4.36,2.47,7.7,4.76,5.76,3.81
553,-37.82549,144.98161000000002,2017,7,7,82.51,4.22,12.03,4.12,7.03,5.15,2.94,7.61,5.58,6.3,4.32
554,-37.82549,144.98161000000002,2017,7,8,85.8,4.86,12.01,3.78,7.11,4.86,2.74,7.83,5.09,6.08,4.03
555,-37.82549,144.98161000000002,2017,7,9,84.7,4.84,11.84,4.92,7.26,6.39,3.49,9.61,7.69,7.72,5.22
556,-37.82549,144.98161000000002,2017,7,10,84.77,5.54,13.52,3.83,7.97,5.03,2.79,8.07,5.68,6.32,4.08
557,-37.82549,144.98161000000002,2017,7,11,88.27,6.01,12.35,5.18,7.84,1.47,1.0,4.83,2.92,2.96,2.05
558,-37.82549,144.98161000000002,2017,7,12,87.2,4.56,12.63,2.93,6.55,3.22,2.19,6.96,4.06,4.81,3.11
559,-37.82549,144.98161000000002,2017,7,13,75.13,3.68,13.1,3.3,7.82,7.1,4.15,12.76,9.87,10.53,7.6
560,-37.82549,144.98161000000002,2017,7,14,76.52,5.08,13.11,4.84,9.02,6.3,3.7,12.22,9.07,8.61,6.16
561,-37.82549,144.98161000000002,2017,7,15,79.84,3.02,11.03,3.16,6.31,1.49,1.05,6.33,3.99,4.52,3.1
562,-37.82549,144.98161000000002,2017,7,16,73.94,1.35,10.68,1.41,5.66,5.85,3.51,11.29,8.73,8.68,6.07
563,-37.82549,144.98161000000002,2017,7,17,69.75,3.6,13.57,5.64,8.91,8.81,5.79,13.11,10.43,11.32,8.41
564,-37.82549,144.98161000000002,2017,7,18,91.53,6.82,10.24,6.33,8.11,5.78,3.22,8.9,6.98,7.57,5.16
565,-37.82549,144.98161000000002,2017,7,19,89.44,6.52,10.58,6.32,8.22,6.62,3.89,12.44,9.74,9.05,6.18
566,-37.82549,144.98161000000002,2017,7,20,83.24,4.46,10.41,3.98,7.14,5.14,3.02,10.53,8.27,8.49,5.79
567,-37.82549,144.98161000000002,2017,7,21,78.59,3.3,12.7,2.99,6.84,0.96,0.72,7.43,4.37,3.6,2.34
568,-37.82549,144.98161000000002,2017,7,22,63.87,0.35,12.45,1.24,6.76,7.65,4.56,13.15,9.97,10.81,7.97
569,-37.82549,144.98161000000002,2017,7,23,82.22,5.2,12.63,5.24,8.25,5.53,3.23,12.46,9.22,8.34,5.8
570,-37.82549,144.98161000000002,2017,7,24,87.47,6.55,13.18,5.67,8.51,5.15,2.78,8.27,5.71,6.36,4.02
571,-37.82549,144.98161000000002,2017,7,25,76.9,5.94,16.59,5.46,9.82,8.08,4.65,12.15,9.35,9.5,6.46
